word,x,y
malfoy,0.21745373,0.04702794
malfoys,2.7427802,-0.45884395
malice,2.4546902,-0.591456
malicious,0.8562197,0.24693997
maliciously,1.7043396,2.2586584
malkin,2.236722,1.4254429
man,0.6489702,0.9725743
manage,0.28351155,-1.7957318
managed,-0.09290526,-0.101786084
manager,2.4260526,-2.846769
managing,-0.1524808,-0.9921114
mandrake,1.9622384,-3.7475524
mandrakes,0.1541402,-3.0898395
mane,0.40246612,4.5579576
mangled,-0.78742266,1.2795523
maniac,1.3185804,-1.152364
manic,-0.34285823,3.5058694
manner,1.0094256,1.5236671
manners,1.6869448,-0.8092264
manor,2.7850978,-2.4972157
mantelpiece,-2.2829578,-0.02210604
many,0.07533442,-0.0806072
map,0.30350292,0.6462097
marauder,0.13560963,0.9289451
marble,-1.9033048,1.1070682
march,2.552144,-2.7177503
marchbanks,1.1868656,2.8278031
marched,-1.3606739,0.68395275
marching,-1.189576,-0.04859245
marcus,-2.098934,0.13291629
marge,-1.414365,-0.78795207
marietta,1.5746678,0.17780387
mark,0.81903946,0.17406373
marked,2.2266374,-0.2726441
market,2.0343928,-2.0261927
marking,-3.03021,-1.4314158
markings,3.6253126,-1.339347
marks,-4.0967474,-0.8757358
marmalade,-1.5708975,-2.3185074
maroon,2.2568974,2.8244817
marquee,-1.7598772,2.568701
married,0.44615966,-0.494817
marry,1.4956644,-2.4946384
marrying,-1.9150752,-2.8393345
mars,4.2033606,0.44436455
marsh,-1.9188315,3.5839846
marvelous,-0.85300815,-1.2291653
marvolo,2.110548,0.26866692
mary,-2.2606592,-4.0222297
mascots,-3.9611425,-0.8660749
mask,-3.1314235,0.2507806
masked,-4.298845,-0.43144983
masks,0.5933817,3.40032
mason,-0.93392944,-1.7857156
mass,0.08954636,0.8531605
massaging,-0.45938912,1.1819139
massive,-0.33167997,0.723694
master,1.3288952,0.20713735
mastered,1.6488457,-3.3030367
masters,-1.1917346,-4.040647
match,-1.1163008,-1.2425101
matched,1.2702851,-1.0913057
matches,-1.8736827,-1.5379274
matching,1.405709,2.3335288
mate,-2.7794135,-2.916649
material,-0.6037159,1.7463319
materialized,-1.8120959,0.7456566
mates,2.4958036,1.5094612
matted,-0.29454127,2.8361049
matter,0.6657465,-0.7226935
mattered,2.3875754,-0.24245892
matteroffact,3.2618196,-0.07813497
matteroffactly,0.7687021,1.3104498
matters,2.8313532,-2.759133
mattress,-1.6952388,-3.9718423
maxime,3.829395,1.0274591
maybe,0.2909563,-0.6714246
mayhem,-0.2165893,-4.131953
maze,-0.8974727,-0.00062448543
mboy,0.39837775,3.5868282
mcgonagall,-0.13369592,0.12977625
mclaggen,-1.2347568,-1.8158172
mead,-0.08849088,-0.99528104
meal,-1.9780737,-0.077975705
meals,-3.0447278,-1.3396252
mealtimes,-1.2920868,-0.15446077
mean,0.25666136,-0.51004225
meaning,0.755509,-3.842897
means,1.1477677,-0.6761965
meant,1.378876,-1.2055122
meantime,-1.8986281,-2.4031649
meanwhile,0.32668135,-0.39759913
measure,2.157367,0.110227205
measured,1.4573944,2.457609
measures,1.0107731,-1.6992697
meat,0.1787645,-2.992115
mechanical,1.3495667,2.2880867
medicine,1.2837756,-3.1135502
medieval,-1.4955469,-1.7183282
meet,-0.6820335,-0.08382657
meeting,0.063730255,-1.0427381
meetings,0.3930063,-1.2111338
megaphone,-0.44038925,4.302766
melt,-1.6305876,0.09878836
melted,-2.9032032,0.20621167
member,0.91587764,-0.8002863
members,1.1965668,-2.7000735
memories,1.4726429,-1.4031138
memory,0.9150686,-0.3902119
memos,-3.250205,3.3291285
men,-0.993342,0.20658979
menacing,3.4157076,-2.286062
menacingly,4.097657,-0.21256755
mend,-1.8294055,1.7650062
mended,0.3474693,3.5149968
mending,-2.4128306,-3.0883324
mental,2.883197,0.22042616
mention,0.9069302,-0.74395317
mentioned,1.9723437,-1.5345633
mentioning,1.3733797,-2.0223076
merchandise,-1.4761739,-0.6127019
mercifully,-2.385661,-1.2931197
mercy,0.70724505,0.21920326
mere,-0.16510795,-1.515894
merely,0.67093694,0.2923913
merest,2.2326427,1.7301555
merlin,2.328366,-3.751863
mermaid,-2.2504778,0.72608596
mermish,-1.275853,-0.44253707
merope,1.5514796,0.026466982
merpeople,0.40071508,2.5946438
merrily,-0.8124242,2.0423446
merry,-1.9375547,-2.115729
meself,-3.9613242,-0.1655405
mesmerized,-0.17095685,1.520139
mess,0.3294788,-0.86760634
message,1.5155494,0.9854671
messages,-1.137602,-0.33619258
messed,-2.1334956,-2.4810102
messing,-0.8397964,-0.26365092
met,-0.12538919,-0.3969011
metal,-0.54841346,2.6873055
metallic,-1.454315,0.9154882
method,-0.63537556,-0.8205459
methods,0.983502,-1.6951737
mice,-0.30025926,0.29881462
michael,-0.299468,-0.030696815
midair,-0.7977929,1.7771028
midday,-3.3690765,-0.6740112
middle,-1.2520583,1.5052
middleaged,1.3194523,-3.1327744
midgen,-0.8018025,-5.01345
midnight,-1.5789795,-0.28302333
midst,1.2841675,0.9544263
migh,-2.5299356,-3.3625402
mighta,0.07426191,-3.4240882
mightve,-0.018343009,0.65266204
mild,-0.28363767,0.26020604
mildly,1.2381822,-0.266439
mile,-2.7118983,0.5625321
miles,3.3994236,-2.559052
milk,-1.3460896,-2.7242992
milky,0.1227466,1.7204226
millicent,-0.7338486,-0.15955004
milling,-2.3734884,-0.15152617
million,0.9368673,-1.6958282
mimbletonia,-3.4317808,-1.663644
mimbulus,-0.87680674,4.729007
mimed,-3.4880245,0.74021035
mince,-0.13466859,2.019879
mind,0.64793885,-0.4393752
minds,0.8955684,0.033433937
mine,0.82613444,-1.3073832
minerva,0.2079675,-0.3493172
mingled,1.3994325,1.223571
miniature,-2.5233943,1.1422808
minister,1.2539207,-0.7680333
ministry,0.85130876,-0.96111363
minor,-1.0220622,-3.3005276
minuscule,-2.490204,1.5751321
minute,-0.82652885,0.22740972
minutes,-1.0904365,-0.32690632
miracle,0.23702079,-1.2272793
miraculously,-3.9808397,1.1469277
mirror,-0.29363889,0.6731372
mirrored,-2.9897082,1.4810418
mirthless,-2.737912,0.7390253
miserable,-0.039916564,-0.26190102
miserably,-0.2712461,-0.42773286
misery,1.8800011,-1.4275441
mismatched,3.15441,0.8858824
miss,0.8977663,-0.68367577
missed,-1.3089972,-0.5263607
misshapen,0.24299712,2.157655
missing,-0.10170992,0.62238324
mission,0.96831954,-0.6992133
mist,-0.8175984,1.7229861
mistake,2.8356533,-1.5591571
mistaken,1.7419059,-0.60960984
mistakes,1.8096695,-2.8139641
mistaking,-3.2469761,-0.13347718
misted,-0.022820655,2.1241536
mistletoe,2.6940844,1.4538516
mistreated,-0.9751189,-2.2754872
mistress,1.0906088,-0.12500039
misty,-1.6626366,2.6912136
misunderstood,0.9357111,-1.282322
misuse,1.1958005,-1.6049289
mixed,3.5073454,-1.5404634
mixing,-0.06831545,-1.3181607
mixture,0.2551215,1.1638896
mmm,0.30398116,0.25843236
mmy,1.7797043,-0.5822122
moan,-2.7853327,-0.014067868
moaned,-0.14904703,0.9419535
moaning,-3.9063525,-0.35866094
moans,-0.6881947,-0.51669157
mock,1.7035553,0.54651994
model,0.9008238,-0.09133166
modest,-0.50047314,-2.92291
modified,0.10736482,-4.429321
mold,0.5695437,3.586468
moldy,-1.7573092,-0.124083094
moleskin,-3.7263381,2.529657
molly,-0.1915213,-0.4502517
molten,-1.9650211,3.6486177
moment,-0.118891634,0.36279312
momentarily,-0.45428625,1.7608646
momentary,1.1618103,0.11237001
moments,-0.34324643,0.77624077
monday,-0.042897534,-1.8494892
money,-0.017456109,-1.3666253
monocle,-0.8630997,3.2215266
monsieur,-4.1610384,-1.4685597
monster,-0.33482537,-0.6116096
monsters,0.88138795,-1.778503
monstrous,0.4485326,3.6384838
montague,-1.9383563,-0.92657715
month,-0.38100845,-1.2809042
months,-0.028127741,-1.2766806
mood,0.0020018076,-2.178076
moodily,-3.8139648,-1.7111269
moody,0.29190004,0.10965109
moon,-0.2228807,1.0704963
moonlight,-1.6060427,1.7939793
moonlit,-2.9509294,1.1231029
moons,3.2208517,2.1374333
moonstone,1.5012426,3.5009801
moony,2.3156536,-3.1029449
moor,-2.054981,0.87117
mop,-1.9558713,-0.96360075
mopped,-3.6382108,-1.0453007
mopping,0.27567425,2.3032932
morale,2.7606084,-1.2117417
moran,-3.3179405,-0.41664368
moren,0.83969635,-2.0644581
moreover,2.7754312,2.671788
morfin,3.6596723,0.38554505
mornin,0.44902003,-2.721448
morning,-0.80541,-0.95982194
moron,-0.048765704,-4.0526495
mortal,3.2038789,1.1210486
moss,-2.3563862,-4.1607375
mossy,-1.7321857,3.4018874
most,1.5957192,-0.425628
mostafa,-1.8663034,1.8643435
moste,-1.5970336,-3.1836183
mostly,-3.5120628,-2.1037943
motheaten,-1.3933834,2.0841963
mother,0.6862831,-0.37519237
motion,-1.4597019,2.4998233
motioned,1.6658231,-4.2819414
motionless,-0.7370192,1.1822745
motorbike,1.1006709,2.451104
motorcycle,-0.20774142,2.2151537
mound,-3.6333487,-0.3455144
mounds,-1.9639233,1.6658885
mount,4.4264812,-0.4462248
mountain,-0.97105277,0.4586057
mountains,-1.3525915,4.163286
mounted,0.44252548,1.6098924
mounting,0.82475597,1.1311054
mournful,0.7979929,3.4344182
mournfully,0.5215266,4.488953
mouse,2.2842243,3.299747
mousy,-0.9641956,3.4162076
mouth,-0.06923918,1.3883702
mouthed,-3.4151223,2.0650702
mouthful,-1.4981983,-2.719511
mouthfuls,-2.10473,2.6212556
mouthing,0.72243536,0.92325896
mouths,-1.0776078,1.4458085
move,-0.20516974,0.43515176
moved,-0.65067434,1.1414258
movement,-2.203903,0.42981425
movements,-0.90248924,1.1180187
moves,-4.4775867,0.22312088
moving,-0.94424814,1.0145131
mrs,-0.32970616,0.1424698
muck,-2.1066964,-1.2773204
mud,-1.5156362,2.1310265
mudblood,0.47148854,-0.7551791
mudbloods,0.2606819,-2.326307
muddy,-1.5274751,4.2057314
muffled,-0.7730189,0.20838486
muffliato,-2.7851255,-0.41207612
mug,-0.42450145,1.5139943
muggle,0.8579308,-1.1823628
muggleborn,1.6593461,-3.3853028
muggleborns,-0.0491842,-0.75557405
muggles,0.7890072,-1.1946354
mugs,-2.401516,3.6875012
mulciber,1.1906432,-3.0015879
mullet,-3.3001478,-0.14344725
mullioned,-1.4333737,3.2503457
multicolored,-1.576155,2.652012
mum,0.08830397,-0.8696168
mumbled,-0.33765036,-2.44735
mumbling,-2.4429832,1.9944416
mummy,1.111193,-2.545598
mundane,2.3728075,3.4479303
mundungus,-0.57452327,-0.5317508
mungo,0.93837696,-1.3947368
murder,1.2561241,-0.4721738
murdered,1.2810873,-0.72751963
murderer,1.5623927,-0.9326979
murdering,2.0637784,0.4072665
murderous,-2.1793308,-2.841109
murders,1.0328853,-0.97633725
muriel,0.6964375,0.31512952
murky,-2.0641918,-2.7695174
murmur,-2.0986507,-0.9209768
murmured,2.1387005,2.4793553
murmuring,1.249957,0.40602154
murtlap,2.1142406,2.0431044
muscle,0.23846748,2.4444544
muscles,-3.1464674,-1.2519239
muscular,-0.7735248,2.0958107
music,-1.336012,1.4657017
musical,-1.9229403,-0.50112677
must,0.68939674,-0.48050573
musta,1.8410019,2.2159972
mustache,-3.0520813,2.198758
muster,-2.5683548,0.8536594
mustnt,-0.31205955,-0.81903785
mustve,0.75569916,-2.5011923
musty,-0.86104184,0.59079665
mutilated,-3.2125852,3.0048895
mutinous,0.79921824,-2.1058435
mutter,3.231788,0.50419796
muttered,-0.18978444,0.3295966
muttering,-0.5842824,0.69739556
mutual,-0.518015,-1.3257029
myrtle,-0.38105977,0.06943585
myself,1.7203729,-0.06961216
mysteries,2.4711065,-1.0059407
mysterious,0.010090442,0.817903
mysteriously,1.6368402,2.4232776
mystery,2.3326373,1.1321303
nagging,-0.81640095,-2.147659
nagini,2.5467677,0.7957384
nah,0.65072584,-1.5477504
nail,3.4832985,-0.5445653
nails,3.414026,-0.52019703
naked,2.6117322,2.8042266
name,0.5974034,-0.21911743
named,1.4471287,-2.516326
names,0.5932198,-0.8005409
napkin,-3.660766,-1.958332
narcissa,1.3243518,0.58864313
nargles,1.1504177,-2.4144485
narrow,-1.7008115,1.2732955
narrowed,0.16798948,1.6617137
narrowing,0.59947324,1.5087122
narrowly,-1.5766993,-0.4354372
nastily,2.0739033,-0.7995851
nasty,0.01909197,0.25370145
national,-2.5191798,-1.3657261
natural,0.24536529,-0.86221343
naturally,0.817093,-0.17389756
nature,2.5727835,-0.23956743
naughty,1.5719554,-1.6243541
navel,-3.6781104,2.5593681
navy,-0.13092971,4.1955514
near,-1.0116538,-0.41514432
nearby,-2.0365999,0.7054777
neared,-3.592714,-0.049626388
nearer,0.05532506,0.77653295
nearest,-2.0329852,1.6515925
nearly,-0.50762004,-0.22843823
neat,-1.6433222,0.5193918
neatly,-0.8282129,1.2995424
necessarily,-2.8056378,-1.2225803
necessary,0.13992023,-0.39255148
necessity,1.0918324,-2.4035861
neck,-0.57169765,1.8387929
necklace,0.2003884,-0.25948942
necks,-0.08617311,3.500659
need,0.46143377,-0.622921
needed,0.4474116,-0.5353194
needing,2.3808382,3.3712258
needles,0.28658453,-3.0535374
neednt,-2.8436518,-2.4465756
needs,0.2986311,-2.2433758
neglect,1.6623552,-0.79914343
neglected,1.8240606,-3.4886985
neighbor,2.424225,1.3234029
neighboring,-3.07669,2.4995458
neighbors,1.7917651,1.5426295
neither,0.6187399,-0.42674085
nephew,1.9567256,0.2187182
nerve,-3.0568705,-0.097498015
nerves,0.001355231,0.026395263
nervous,-0.8895064,-0.9240296
nervously,-0.39831525,0.33163232
nest,-2.1271162,-0.43948853
nestled,-1.6236665,1.0950018
net,0.6636275,3.1843996
nettles,-4.5188446,1.5500503
network,-2.5046625,-2.4338667
nevertheless,0.1285074,-0.10987046
neville,-0.29582223,0.19739345
new,-0.07849757,-0.7386372
newly,-0.6605497,0.90387154
news,0.49114415,-0.3539053
newspaper,0.84361887,3.278277
newspapers,2.9102707,-3.3327065
newt,-0.015679602,-4.2648387
newts,0.8715994,-2.9882536
next,-0.603751,-0.20676729
nice,-0.107717074,-0.48952273
nicely,-0.8466731,-3.1315632
niche,-4.2425227,0.14286308
nicholas,3.6119125,1.7073593
nick,2.7506886,1.1292574
nicked,-1.8372341,-1.7326204
nickname,2.8805916,-0.27691883
nicolas,3.8226814,-2.5718975
niffler,-1.1295993,-0.5792095
nifflers,-1.7402042,-1.0074036
nigellus,2.0049942,1.8685933
night,-0.2144997,-0.4955713
nightcap,1.3946207,1.6865097
nightdress,-0.82743657,2.33313
nightfall,1.7869759,0.8968862
nightmare,-0.46889684,-1.6176789
nightmares,-3.1556218,-1.892392
nights,3.8751945,-1.865187
nightshirt,-0.5141926,2.7020488
nighttime,0.9900407,-1.6816062
nimbus,-1.3285507,0.16973138
nine,1.929332,0.35836715
nineteen,0.16244043,3.6507525
ninetyseven,3.783443,-0.6044956
ninth,2.3010883,1.6376431
nip,-0.03978024,-2.691391
nobility,2.2576559,-1.2058096
noble,0.9304193,-1.2125697
nobody,0.51983714,0.17088912
nod,0.8333349,0.9191217
nodded,0.3796378,0.4241605
nodding,3.2290213,1.2017237
noise,-1.0654682,0.6877051
noiselessly,-1.4186498,1.3678784
noises,-0.7339856,0.33311805
noisily,-2.784067,0.76495755
noisy,1.0786457,-3.6633897
none,0.22377454,-0.7440386
nonexistent,1.0653082,0.96063834
nonmagic,0.52148783,-2.2961762
nonmagical,-0.22765031,-1.9691207
nonplussed,0.78817815,0.8678317
nonsense,0.5342252,-1.1383938
nonstop,-1.9986571,0.1275476
nonverbal,1.6451917,-0.10769539
nope,-1.6789483,-1.6448647
nor,0.47643846,-0.4354428
norbert,-0.22265232,-2.0515988
normal,0.07312273,-1.3116643
normally,-0.73424715,-1.0600108
norris,-0.45738038,0.37339753
north,-1.5197451,0.18622498
norwegian,1.7483332,-3.5137908
nose,0.0055029485,1.7927676
nosebleed,1.6577774,-0.032858983
noses,-0.93061364,-2.09265
nostrils,0.15283863,1.1719202
nosy,0.70237494,-2.0802722
note,-0.10437104,0.204189
notebook,0.25933307,2.3733702
noted,-0.50358623,-1.8467643
notes,1.9606489,0.9890927
nothin,-0.067561455,-2.3323927
nothingness,-1.4729476,1.4722332
notice,-0.33869648,0.06909129
noticed,-0.18670394,0.10735829
notices,-0.7525757,-1.2242914
noticing,2.9763181,2.2939498
nott,2.1557992,0.7635442
nougat,-0.020168927,-2.021197
november,-2.0197856,-0.22746417
nowhere,-1.9671942,3.228367
nudged,-0.47836375,0.43795705
numb,0.3024605,1.0570391
number,-0.54113823,-0.55930775
numbers,2.4365933,0.083918884
numbly,0.84182334,1.9972957
nurmengard,0.8006212,-0.92150724
nurse,-0.32893822,-0.91950566
nursing,-1.5577462,-0.8362746
nuthin,0.024047794,-2.6610835
nuts,-0.76745826,-2.7103114
nutter,0.7810681,-3.324699
nutters,-1.1787726,-3.3228548
nymphadora,1.114914,-1.7938247
oaf,-1.4258755,-1.7048728
oak,-2.3123827,1.3884236
obediently,1.3877288,0.7462854
obey,1.664785,-0.42588148
obeyed,1.4836102,0.4502112
obituary,2.620849,0.0483779
object,2.6312194,-1.8509475
objection,-0.22827896,-0.33997038
objects,0.6647668,1.067157
obliged,-1.5018632,-2.0578277
oblivious,-1.2899312,-3.324163
obscure,2.7902696,2.937723
obscured,-1.1828985,3.554494
observe,2.8193455,-1.0338452
observed,3.287105,2.155114
observing,-3.7698812,-0.686062
obsessed,-0.26285198,-1.8380555
obsession,1.8920931,-0.093699925
obstacles,-2.0374746,-1.1174843
obtained,1.8202101,-3.1086433
obvious,1.6765218,1.5228213
obviously,0.91903126,-0.21864203
occasion,0.39178208,-0.6878376
occasional,-1.1016581,-3.160022
occasionally,-0.5580648,-2.1508532
occasions,0.6311137,0.09005015
occlumency,2.5010917,-1.79474
occupants,-1.9863852,-0.25697497
occupied,-1.8367381,0.9026936
occupy,1.5698143,-3.6221573
occur,3.2361486,-1.6069982
occurred,-2.5319264,-3.0998905
oclock,-0.98956877,-1.702839
october,-1.0335623,-0.75378996
odd,0.5723613,0.88513124
oddly,-0.063330166,0.9345758
odds,-1.9925998,-1.9829702
offend,-1.6631658,-2.3271427
offended,-1.5805849,-3.199856
offense,0.638733,-1.9921219
offensive,-1.9201654,-2.5998914
offer,0.36367008,-0.7204892
offered,2.2889395,1.2581029
offering,-0.9526619,-0.5109016
offhand,-0.18469794,-1.8674273
office,0.31617212,-0.112249926
offices,-0.2174924,-1.224917
official,1.2551755,-0.7513163
often,-0.173641,-0.4135254
ogden,-0.55248195,0.54831636
ogwarts,-0.4594412,-0.24508967
oho,0.08870491,-3.2237668
oil,-1.7944474,2.6505618
oily,0.14176162,-2.6275806
old,0.032303296,0.17139229
older,2.2515025,-0.4337416
oldest,-1.9528048,-0.7841994
oldfashioned,-1.4667705,1.804142
oliver,-0.032396577,-0.75433874
ollivander,0.6810368,0.92276007
olly,-2.4816692,-4.2619424
olympe,0.3003014,-2.4045672
omen,-2.6882508,-1.4616513
omens,0.5148564,-2.8581977
ominous,-0.5275757,0.8610068
ominously,1.4616685,2.8052647
omnioculars,-0.23625383,0.7158559
once,0.009939926,0.28790006
oncoming,-2.6633332,0.15036523
onearmed,-1.8686929,3.8334577
oneeyed,-2.5902698,0.76226723
onehanded,-0.3345255,2.1454375
ones,0.019109411,-0.44529486
onion,-1.0062672,-0.03538819
onlookers,-1.1776403,4.157218
only,0.18651721,-0.31456605
onto,-1.4453548,1.6564648
onward,-0.9715474,2.8214877
ony,-0.5254188,-2.2068903
ooh,-0.82293975,-0.87933224
oooh,1.729787,1.4751008
ooooh,2.4418433,-0.96462077
oozing,-0.019124966,3.1260433
opals,3.9275508,0.963602
opaque,-0.94403523,3.453888
open,-1.0125732,1.1934352
opened,-0.7426633,1.020687
opening,-0.8957737,0.99941194
openly,0.0038305093,-4.443859
openmouthed,-2.7223203,2.8409443
operating,-1.2068706,-0.4282904
operation,3.5758536,1.5666835
opinion,2.2313387,-2.8746843
opponent,2.6693423,1.235194
opponents,-2.7390893,1.2064999
opportunities,1.6552007,-2.762822
opportunity,1.1793232,-0.5956073
opposite,-1.5332893,1.3714638
option,-0.96054816,-3.3830671
options,2.1831524,0.44398326
oracle,0.4204011,-2.7343512
orange,-1.1983978,3.004374
orb,-1.6615862,2.6023405
orbs,-0.19804674,3.0631707
orchard,-1.8370572,3.5423274
orchestra,-0.89441895,0.38616708
order,0.9068564,-0.8644813
ordered,3.3074841,-2.4515224
ordering,1.1563228,-2.1673026
orders,2.0246832,0.013876202
ordinary,1.3508618,-0.38228163
organ,1.8955157,-0.20715001
organization,1.2006314,-1.1887721
organize,3.09114,-0.891695
organized,3.1683784,-3.318955
original,0.51980567,2.6991618
ornate,-1.889123,3.1102154
orphanage,0.71635926,-1.3286737
orphans,-3.3781989,2.5075285
other,-0.29959735,0.09460121
others,0.12065913,0.06007091
otherwise,0.096563034,-1.4039292
otter,-2.644893,-1.7376219
ottery,-5.369381,-0.024726858
ouch,-3.837519,2.2099078
ought,0.89564323,-0.7792461
ounce,-4.448453,-0.87145865
ours,0.37244266,-1.4866505
ourselves,0.59074175,-1.6757317
outbreak,3.4927037,2.7783146
outburst,-1.1733068,-1.3207763
outcome,-0.68518686,-1.7306617
outer,-3.5380375,-2.5201316
outline,0.041198518,2.5119574
outlines,-1.3437207,-0.62919515
outofbounds,-1.0092589,-0.09303005
outrage,2.0758893,0.79984516
outraged,-0.6275768,-0.31695616
outrageous,3.055542,-0.2245781
outside,-1.3249393,0.5563183
outskirts,-0.7447344,-1.1049633
outstanding,0.55252707,-2.293716
outstretched,-0.19725166,1.9002458
outta,0.18458502,-1.5990845
oven,-0.8763925,-2.1849248
overcoat,-0.96878546,3.4544268
overcome,0.7911432,-1.1453536
overexcited,0.5847671,-3.59808
overflowing,-2.547902,0.8028283
overgrown,-0.5418007,1.5386817
overhead,-1.5979035,1.0955396
overheard,0.07904822,-0.6469581
overlarge,1.5614815,1.9525812
overnight,2.8192744,-2.2831666
overpowered,-0.6718773,-1.5564791
overturned,-0.937728,0.6613257
overwhelmed,2.2667637,-4.084451
overwhelming,-1.783314,2.8160925
owe,0.96793383,0.28888756
owing,0.32759783,-2.780153
owl,-0.68844134,0.12577116
owlery,-0.84524435,-4.2779493
owls,-0.94659656,-0.15500394
owned,0.1692446,-0.4125209
owner,0.5649644,0.9285092
owners,3.0227482,1.207916
ownership,0.79834044,1.5267849
pace,-3.91054,2.373381
paced,1.436839,2.7731748
paces,-1.8161805,0.46865523
pacing,-0.68514144,0.3955532
pack,-2.0228467,-1.0583142
package,-1.2484257,2.3310916
packages,-1.7381427,1.8002019
packed,-1.0859965,-0.39704153
packing,-0.41665074,1.6443557
paddock,-3.4568083,2.898331
padfoot,2.1538134,-3.258819
padma,-3.0443375,1.1838008
page,1.5460266,1.2316805
pages,-3.3179798,1.5844995
paid,3.3907983,-2.768243
pain,0.13682047,1.1592718
pained,0.539416,-2.0360796
painful,0.36384967,0.567899
painfully,0.38178492,0.5599609
painless,1.1237038,-0.4386284
pains,1.7929116,1.8535221
paint,-0.072192736,2.2303267
painted,-2.099622,2.5508645
painting,-2.0373745,0.28658485
paintings,-2.0503762,0.98973066
pair,-0.92974204,1.890181
pairs,-0.37718204,-1.8065135
pajamas,2.1191783,2.6118357
pal,-0.0363512,-2.7287729
palace,2.2394958,1.9824708
pale,-0.23825677,1.612503
paler,-0.40290368,-1.6171187
pallid,1.3498722,1.3722718
palm,-2.3986027,1.6457382
pals,1.2111217,-0.27511963
pan,-0.5857649,-2.3789077
panel,4.0193048,1.4266565
pang,-0.8156761,-3.7086806
panic,-0.2460958,0.09954555
panicked,-0.6858176,-2.4709494
panicking,-1.9414908,-0.21240728
panicky,-0.8641807,0.11779
panicstricken,-1.5894321,0.22086525
pans,4.3942604,0.5089567
pansy,-1.8107933,0.2620353
panted,0.97711,1.3112774
panting,-0.8911222,1.4303067
pantry,-2.2388942,1.2977307
pants,-0.37639666,0.6420368
paper,-0.21694899,1.9605775
papers,0.30317193,-0.09427658
paragraph,2.1368546,2.519181
paralyzed,-1.1069112,3.9738865
paranoid,1.7500383,-3.6289823
parcel,-0.87606996,0.29591697
parchment,-0.2484593,2.2627075
pardon,1.4509144,3.330772
parent,2.25019,-0.2372423
parentage,1.20082,-1.1475512
parents,0.9445706,-0.6703459
park,-2.2302496,1.580489
parked,-1.8648217,2.6790242
parkinson,-2.2939887,0.13754325
parlor,-2.3927557,-0.62830055
parselmouth,-2.0947363,-1.4112331
parseltongue,2.8823733,-0.388602
part,3.2874825,-1.6251078
parted,2.1154962,1.8247994
partially,-0.4792078,1.6314553
particle,-0.964239,2.3394506
particular,1.2483791,0.2385576
particularly,-0.15212317,-0.23029551
parties,0.5957,0.3911396
parting,-0.045161746,3.5778868
partly,-4.0692115,-1.3550824
partner,-3.33301,-1.1365858
partners,1.9900128,1.4751565
parts,-4.174101,-0.84989774
party,-0.8163449,-0.50594383
parvati,-1.9981229,-0.95324266
pass,1.788094,-1.4514163
passage,-1.988484,1.0599297
passages,2.4256144,0.5663752
passageway,-3.7778523,1.1822578
passageways,-3.7934945,1.8534197
passed,-0.8525455,0.4258246
passersby,-3.2129176,1.6830091
passes,0.035043802,-3.1043637
passing,-1.1160225,0.11795593
password,3.2085903,1.9505385
passwords,1.4271324,-1.8782805
past,-1.3284284,0.58192205
pasties,-1.1200423,-3.054919
pastilles,0.48405102,1.289372
pasty,0.509864,1.0999676
pat,1.0789177,3.7180796
patch,-2.8606353,2.3842597
patched,-0.11112206,3.0005841
patches,-1.255038,2.3880465
patchwork,-1.9943397,2.3517458
patchy,-1.2518498,0.2951585
path,-1.7135323,0.88981867
pathetic,-1.2620033,-3.3202457
patience,2.1820931,1.0827378
patient,3.271009,1.2180388
patiently,-0.3330054,-3.8831904
patil,-2.2689662,-1.278174
patrick,3.1556456,1.4041461
patrol,-1.1922944,-1.1400868
patrolled,-3.3721354,2.4126618
patrolling,1.7036433,0.4071008
patronum,0.48405403,4.305045
patronus,0.072655395,-0.21051835
patronuses,-0.95439345,0.8830331
patted,-1.1334455,0.794884
pattern,-0.27728826,4.502705
patting,0.22593132,0.7560919
pause,0.90643317,0.07006816
paused,-0.15694726,0.55360514
pausing,-0.2846861,0.65231913
pavement,-1.0296912,1.110059
paw,-2.804453,-1.6381588
pawed,-0.91843235,0.92937726
paws,-0.9895884,2.008282
pay,-0.08611983,-0.79796374
paying,0.24935403,0.35981354
payment,2.003102,-0.4719121
peace,-0.24651852,0.3335083
peaceful,-3.8548195,1.2904465
peacefully,-1.7556347,4.246795
peacock,-0.57842034,2.547986
peakes,-0.20110783,-1.7073659
pearly,-0.39662004,0.5959787
pect,0.00415264,-2.4995294
peculiar,-2.407477,-1.9878159
peeling,-1.5612941,3.224057
peer,-2.5390522,0.63366944
peered,-1.8492445,0.89253956
peering,2.6799612,2.1313171
peeves,-0.13826072,0.28940198
peg,-2.7115085,2.6751997
pelted,-3.0871534,1.1493658
pelting,-2.5142815,2.0799046
penalties,-3.3686013,1.148391
penalty,-2.4381576,-0.8643412
penelope,-2.788095,0.4310833
penetrate,3.0963469,2.2885222
penetrated,1.2670174,-0.7243063
penetrating,1.3279499,2.5029056
pensieve,0.8769156,0.62931675
people,-0.20413207,-0.1503519
pepper,-0.05675069,2.9780445
peppermint,-4.0096827,-1.0997968
perce,-2.35387,-2.8965235
percent,3.0331097,0.19869012
perch,-1.4319401,1.9672687
perched,0.9072424,3.7061713
percival,2.5171585,-0.123315476
percy,-0.3418915,-0.13832691
perfect,1.0827434,-0.22951004
perfectly,0.20779832,-0.5019162
perform,-4.2473397,-1.4318252
performance,2.7965734,-1.0373234
performed,0.84003735,0.14136289
